73,88,3,25,11
96,101,46,99,20
91,16,75,31,48
44,18,65,51,71
33,86,94,35,14
62,63,26,5,54
82,46,42,84,83
75,82,97,33,100
39,73,65,15,99
55,62,31,65,8
19,12,60,83,44
25,24,92,12,15
32,64,55,58,4
27,76,7,49,14
64,13,30,77,22
96,51,79,19,52
101,73,22,19,82
1,59,80,27,82
63,58,46,44,23
18,17,58,42,95
6,96,36,31,95
23,57,19,49,99
15,46,40,35,85
100,23,13,91,20
73,50,53,37,42
25,54,11,87,55
55,52,71,50,5
71,69,25,10,47
99,49,100,4,57
97,72,45,43,85
75,79,23,80,12
29,23,43,86,14
19,47,67,28,98
100,13,77,88,101
10,74,33,9,64
94,54,91,86,59
7,89,87,76,25
28,71,51,20,47
21,58,40,39,11
72,31,37,34,20
45,18,99,94,48
13,77,43,42,52
92,34,44,49,19
65,29,21,22,30
67,6,70,98,66
55,98,95,99,11
98,9,57,4,18
53,84,59,97,20
41,2,51,90,28
64,20,36,14,12
53,31,82,90,64
65,37,45,79,39
63,29,39,67,101
8,67,54,44,95
91,33,43,85,82
67,6,75,38,55
51,72,5,60,73
85,14,75,19,82
42,69,63,67,46
75,94,4,24,11
7,9,58,9,56
49,41,95,58,45
91,5,26,25,32
101,77,30,74,101
82,75,82,41,34
15,52,47,23,63
76,95,60,70,88
32,21,33,7,62
21,56,89,81,79
13,57,46,43,76
89,66,47,21,94
47,76,15,14,40
34,23,66,35,8
13,86,10,90,33
87,23,47,18,36
27,46,60,99,5
19,18,74,18,20
14,33,3,38,57
65,98,17,93,66
6,51,90,62,94
68,67,13,98,21
46,44,17,65,72
71,55,12,64,21
9,93,93,38,88
84,58,32,16,39
50,29,82,48,10
40,46,41,75,15
71,79,23,101,71
22,61,95,19,91
28,82,10,43,54
40,7,82,43,62
93,68,67,73,83
97,40,33,50,93
15,71,56,82,99
26,67,78,85,81
3,27,46,5,35
65,17,15,21,96
56,82,11,61,57
93,76,10,89,59
45,97,46,62,61
45,57,22,34,98
78,11,18,7,28
93,9,6,13,31
73,88,49,21,23
40,88,6,8,76
97,80,1,24,72
70,18,78,2,81
67,18,95,7,24
70,58,62,74,17
25,81,42,9,59
82,56,90,71,33
93,59,71,31,19
35,92,50,46,50
63,40,61,25,100
65,14,15,87,33
89,26,93,17,5
11,74,79,43,50
53,66,27,46,42
93,50,96,32,20
29,53,21,93,87
1,44,1,65,27
30,46,54,24,64
17,37,37,60,58
4,44,77,91,67
59,59,72,88,6
17,6,50,7,25
64,81,8,83,38
100,77,80,29,63
88,84,47,11,49
37,85,85,90,53
82,52,57,100,58
35,29,24,78,50
27,29,29,15,88
74,44,8,14,35
67,73,74,66,67
55,67,17,70,87
70,62,56,80,66
91,62,101,31,5
36,91,81,15,10
49,96,68,75,97
17,18,10,76,49
13,76,69,89,4
2,27,32,88,85
38,79,37,67,98
32,78,30,9,57
14,99,97,28,6
33,29,97,64,26
95,18,94,72,84
48,28,39,64,100
56,72,70,26,14
44,27,100,87,85
94,83,16,14,84
94,81,46,46,11
1,39,76,25,3
64,81,65,61,92
78,50,32,72,1
44,88,37,12,51
56,61,1,65,33
12,4,20,62,41
15,20,36,97,56
74,85,29,87,56
51,68,69,100,65
4,97,29,76,88
53,52,80,56,4
54,54,95,7,65
34,46,77,45,76
85,24,91,20,32
87,51,24,34,91
35,9,99,18,51
20,64,37,23,26
68,32,95,15,35
48,55,71,97,15
85,31,73,91,55
42,85,53,38,18
31,52,17,26,8
77,44,8,34,36
55,77,83,55,79
39,32,97,41,92
24,23,47,54,37
40,87,32,93,90
43,16,23,19,63
21,82,91,83,24
45,37,76,29,7
4,10,38,6,71
15,3,79,16,63
64,52,32,89,58
88,73,85,73,75
81,99,91,76,85
43,48,22,97,37
9,13,9,1,63
88,93,74,85,51
60,69,55,28,89
37,10,37,9,76
24,24,41,11,73
73,53,101,13,58
26,24,73,56,5
46,44,3,72,64
6,73,18,73,63
3,95,33,38,99
45,27,44,96,79
76,87,95,46,101
32,50,38,23,5
51,88,19,84,31
57,57,8,58,84
37,74,96,32,24
63,69,92,90,57
71,65,83,11,22
47,42,36,42,29
89,87,1,43,34
3,33,64,68,97
28,54,53,56,81
48,78,65,44,98
59,50,55,74,91
101,92,48,98,10
42,76,1,44,78
68,83,83,25,62
27,46,14,45,20
62,75,99,69,38
78,39,86,80,48
55,72,12,47,72
70,91,29,99,80
13,10,56,86,19
83,40,34,51,24
71,39,15,34,97
99,101,38,75,97
19,12,43,101,89
60,36,22,71,9
57,101,74,32,53
6,101,88,93,18
30,90,16,43,47
25,42,73,68,22
36,54,29,42,65
14,50,74,81,57
16,93,53,10,7
49,47,63,95,32
23,33,1,57,51
15,40,9,81,91
46,23,86,70,21
13,48,51,79,80
80,8,80,75,53
86,35,37,15,23
41,48,14,3,45
45,46,81,41,77
37,45,17,10,34
88,75,4,39,25
37,72,73,37,91
48,45,27,50,72
42,58,48,6,100
66,5,54,41,7
31,68,76,59,3
93,47,80,39,68
44,76,28,66,4
64,47,72,32,56
87,43,35,79,25
18,52,38,47,85
30,15,36,9,64
21,83,17,87,79
67,11,83,49,44
23,89,75,70,8
64,42,62,34,84
25,67,43,10,52
100,54,56,20,21
67,63,9,65,49
22,31,9,84,95
59,50,88,14,51
72,48,56,13,31
34,77,26,96,91
73,87,93,84,53
14,60,63,50,14
38,33,66,97,74
38,101,74,82,57
73,25,31,13,67
27,2,20,44,64
10,3,14,56,66
54,34,50,52,89
84,63,78,62,21
50,72,1,32,71
43,94,79,39,78
81,11,51,26,69
38,100,28,100,53
89,55,7,61,44
101,7,80,100,10
5,82,21,99,25
53,9,82,57,35
32,42,71,40,20
8,88,45,30,84
20,81,10,23,95
61,42,95,43,42
32,22,89,78,86
8,15,42,3,36
65,5,8,20,45
30,88,83,31,38
16,52,75,50,72
56,89,53,10,83
1,66,88,64,70
37,100,32,41,51
92,48,37,40,29
42,89,89,34,88
45,92,77,2,25
94,37,72,52,28
90,50,24,17,30
85,97,18,64,31
72,87,44,53,100
21,14,54,92,22
72,67,15,79,5
65,22,26,80,17
51,18,92,68,24
14,87,6,47,12
39,60,65,14,4
4,54,84,53,47
59,47,10,21,7
101,50,34,43,20
1,57,34,26,19
57,76,64,67,64
42,8,64,37,53
86,62,88,63,74
23,6,53,80,18
7,79,21,40,93
42,67,29,3,49
32,30,70,9,100
56,80,82,12,56
67,13,80,22,53
56,77,24,70,48
81,97,89,38,71
63,40,50,84,51
94,67,11,76,54
72,73,67,10,99
101,38,22,6,20
76,2,29,90,79
22,8,73,22,18
9,88,16,27,93
51,27,100,60,60
61,78,35,3,84
73,32,72,89,57
32,18,28,16,35
34,13,19,30,58
55,7,43,13,52
99,71,51,21,100
22,78,82,95,55
71,18,12,9,32
96,99,90,12,51
32,61,57,48,77
98,19,73,34,78
71,31,46,83,72
91,16,98,84,44
1,91,14,2,35
5,26,19,38,84
98,68,9,40,46
100,23,53,93,29
98,90,90,39,1
63,96,1,3,39
55,91,72,15,96
81,94,1,58,94
93,54,88,49,91
67,30,58,10,88
44,50,71,66,97
60,80,13,28,17
17,58,50,39,6
24,11,43,41,90
17,65,41,9,13
47,15,27,34,32
1,77,32,21,1
54,18,73,71,97
80,73,70,79,6
49,58,54,42,52
30,44,11,94,45
65,30,79,43,32
34,1,66,59,49
27,39,1,16,63
6,1,2,74,29
98,87,75,2,9
4,10,12,68,33
54,52,68,12,31
11,57,61,8,40
15,29,82,2,92
5,93,8,65,12
80,24,41,7,57
99,27,73,85,62
37,51,73,58,90
7,72,66,97,69
35,57,53,71,36
101,59,52,85,43
55,50,77,72,86
53,81,31,92,36
78,22,49,21,99
2,80,98,71,20
33,14,79,6,62
55,18,51,100,86
65,62,52,77,35
90,85,87,14,6
85,101,57,77,63
95,47,17,100,75
44,75,75,88,39
47,1,94,24,86
67,51,57,56,59
7,67,44,24,9
20,7,99,37,19
10,28,49,1,65
4,59,99,58,55
23,68,40,56,1
65,81,56,27,7
15,27,26,69,92
41,83,15,37,70
78,10,7,76,21
81,60,76,22,96
64,100,56,40,75
20,68,28,15,76
69,101,38,87,12
71,11,101,58,48
100,59,58,20,36
3,71,62,20,19
4,35,12,7,16
68,10,44,79,96
68,81,62,34,56
39,62,26,53,62
98,13,41,80,56
34,85,22,55,67
76,56,36,99,39
28,6,34,27,24
91,43,48,56,95
26,42,72,35,33
82,79,30,14,70
25,41,15,64,48
17,64,52,4,32
83,9,70,73,2
44,67,53,42,40
75,2,88,19,79
60,78,79,86,27
39,17,38,98,26
76,10,6,52,87
90,84,72,59,59
44,39,30,77,20
75,30,33,43,14
81,4,12,68,3
94,71,57,44,17
35,86,58,65,84
99,45,77,14,20
58,71,51,7,61
71,34,75,43,91
38,68,38,42,4
59,47,101,98,21
47,57,8,29,36
3,9,57,49,56
43,33,19,10,4
96,50,49,43,25
28,61,57,18,62
43,39,75,62,58
88,52,40,29,90
62,72,40,65,17
16,84,101,90,21
14,50,49,2,20
43,80,11,12,22
84,62,32,52,60
57,100,76,66,31
45,41,61,23,4
62,13,5,28,8
16,31,92,46,18
53,60,87,76,87
93,40,42,32,27
1,37,91,65,72
84,79,38,83,13
51,31,57,72,82
11,37,45,37,44
39,30,58,38,5
100,37,63,54,60
12,37,89,1,83
45,67,79,3,7
19,9,40,18,37
101,19,34,50,14
89,83,81,58,70
7,85,50,53,92
80,44,65,19,93
45,95,6,57,50
64,8,82,36,59
88,44,14,82,7
26,67,80,41,27
38,29,67,17,91
42,53,17,31,84
4,8,86,33,33
21,8,21,83,98
93,13,68,86,69
60,100,44,24,10
29,25,64,84,40
19,80,16,1,11
60,92,33,61,80
21,31,62,40,84
31,71,23,31,7
17,32,71,32,97
95,46,83,101,98
84,12,49,42,14
2,26,13,18,38
82,24,1,12,26
15,50,75,91,72
88,12,33,50,21
76,36,71,23,74
21,92,49,64,58
62,71,78,23,45
17,6,89,47,7
82,67,99,52,32
38,27,13,77,40
4,45,42,75,54
42,97,89,91,54
7,4,79,30,2
47,40,26,79,51
16,88,18,90,60
95,66,91,86,25
1,21,40,47,17
41,91,57,2,2
17,76,75,34,60
40,29,92,67,84
36,49,95,74,46
72,79,95,46,60
87,67,38,30,1
35,87,47,85,60
44,79,32,50,66
14,55,39,69,4
21,33,1,10,80
100,71,66,63,61
78,72,95,100,91
18,92,28,55,39
51,33,34,82,58
62,95,34,30,4
45,78,100,43,72
97,41,42,73,75
34,39,100,61,90
49,55,94,20,76
39,87,21,87,86
57,44,71,68,9
80,59,20,2,95
81,49,75,48,48
95,34,93,27,77
20,97,72,95,30
53,41,31,43,50
101,15,4,61,80
62,73,96,76,89
49,44,53,80,26
69,43,69,93,57
82,97,30,53,5
64,59,91,69,101
19,76,84,24,46
97,42,24,21,8
93,76,77,81,98
87,39,49,58,89
72,98,84,81,14
46,58,47,79,81
13,36,4,79,87
44,21,35,10,11
12,23,95,40,2
77,1,66,22,17
72,51,61,95,75
29,45,7,28,26
18,60,72,70,51
86,48,99,90,77
3,1,60,101,26
