X	Y
2,3365595089696827	-2,0699565099477772
1,6131308206035007	-3,294599540751175
-4,457710288241913	6,125794517573968
1,3199215892313723	-2,939346928049261
1,7820514101948686	-3,050916450429483
2,226754370971264	-1,8179427709500624
1,6976028353976627	-2,4514103309385056
-5,107896100670695	6,318982254888804
1,6609163527789934	-2,4826795431422886
1,696257756767503	-1,8027623138266602
2,260295210626411	-2,5751664938148395
2,1308607015926944	-2,7088739066440444
1,431131110423459	-1,9188744274427392
1,7510977013637166	-2,182541345163809
1,657817727232355	-2,706144355301182
2,453091218909411	-2,7136233880217455
-4,303197250764656	6,415900154861805
2,027922410780577	-2,215612559461967
2,0713905062546645	-2,4001485679348953
1,6385321152880754	-2,646106577547455
2,1638842097833964	-3,1341835208279756
-5,184013925316704	6,127518282647697
1,999096709528926	-2,6760493415441724
-5,11036578509064	7,037604316885896
1,2458474285163652	-2,4334209583077397
-5,465885996528474	6,694698504489553
1,2106579234287307	-3,100600925021493
-4,236172838412211	6,32071530928175
1,4200623518940914	-2,5363216235649513
1,3399066435645381	-2,8497015782485517
1,0326377869913157	-2,2273324529902085
-5,374162316255328	6,433038692858082
1,206945342020505	-2,795470370554976
1,2986684066014549	-2,6202852088191384
-4,345601421016176	6,554633857957877
1,6984951360530638	-2,6926296340634597
-5,386934879331672	5,695234205283896
1,5708397948184603	-1,6510541202894196
1,9006734452021812	-2,5213922224520897
2,0556982272485183	-2,4234727573222283
-4,199720077943363	6,399671452173992
-4,985181909508072	6,437393403946799
1,2927163441462457	-3,0734284048937566
1,5605991234794823	-1,9329682538066462
-4,811871285486934	6,4021965118012565
2,500195884957319	-2,2634398261151754
-5,0351176573777	6,182064929188508
1,8229269159371118	-2,3747577516576923
1,6780361476323675	-2,7840443948211213
0,8704599631317156	-2,485566578775979
1,1659583500907948	-2,027897380802735
2,079847370729284	-3,1229199982022386
1,9494360919935667	-2,669204274489299
2,0867086440802334	-3,1594363785643447
-5,067649318813403	5,664393502130831
1,2640868213638459	-3,3379733384339336
-4,558192756594857	6,839834822488828
1,647429572508739	-1,5009633464381416
1,7469282563148323	-1,61531797922231
-4,41219108506248	6,329198372931443
1,7156179125558877	-2,4747188756918743
-4,9770767826602125	6,2833615445757225
-5,069220477906661	6,594494188774786
-4,610761253382451	5,767449566984277
1,0917485035456598	-2,6144269237603974
1,4124964344061848	-1,6748773123333534
1,5866137149009696	-3,2055643034417267
