X	Y
4,910954843019767	-2,7370227059632772
2,333388708498916	-6,2225348024826586
2,698187480545165	-5,971704819287939
3,7898031488515813	-2,9623899762266825
2,6267890969075625	-6,198616172904651
1,859986385524049	-5,778847532904641
2,7887047101427176	-5,854301282697304
2,16440276650573	-5,1424768288973945
2,122373092861045	-5,796788418386518
4,343387118218341	-3,360155528798387
1,3382534557996593	-5,86546934588164
4,032642986990834	-2,7725132076420915
3,8698908439586637	-3,02233972373973
-3,0497817857609153	1,094849016854639
-3,117927672143952	2,1571297324793695
-2,7121764025236867	1,9032954459722082
2,4128695068070796	-5,188716769574166
2,0778178371576193	-6,23194005976015
2,9623429950974365	-5,877792770920741
3,9785398897345146	-2,7965982285085977
2,232084762617142	-4,984865974665791
2,022942098429142	-6,043412849354319
4,273725529875785	-3,4230484756451167
-2,7991611381135613	2,25132799699935
4,708573482356385	-3,05408699001746
-2,690142423024536	2,5123910800934777
4,395814669215662	-2,1687661197363974
-2,9355585487999156	2,133539806833013
2,1251529768980526	-5,8972881330569775
4,079356185193867	-3,910349226560069
-2,8602506900130873	2,0161314159651664
-3,4371472804543064	1,9255007786448075
1,6180308973580568	-5,915708408629648
4,316653429096308	-2,139099968671556
-2,7153589294606015	2,2040161391081563
4,17506413285409	-3,871752742108198
-2,649902840707105	1,8987658725991128
2,543555215040902	-5,758422066495355
-3,252406845952596	2,1792385739242053
3,8323742303332446	-3,1496901741387964
4,3413564261168585	-2,6916393053737377
-2,8290091466845424	1,890397156658865
-3,028250312021557	1,369735973226215
4,213737258657129	-3,388031415014595
4,234591035806527	-2,4907832680812922
2,151091238052831	-6,305258751783645
1,9116583379071967	-5,3157104425166235
4,209078079278259	-3,032975630485019
-2,514472351335455	1,8826917205140155
1,9802015762793588	-5,988310571105255
-3,638993308917294	2,4304124296991083
1,8069901272842104	-6,248550813595601
2,328178979141225	-6,196655619905356
2,2188518577597294	-5,226446975937144
2,3309367645788646	-5,789841873856688
5,042991017005441	-3,376039730839403
4,435807218796482	-2,5889669462637497
2,6402483054614785	-6,125563321782311
2,9488636762042937	-5,996922434278221
1,3743450138074569	-5,541113926451762
4,039671424772411	-3,074162605278088
2,1350302828528895	-5,508293873491681
4,912036212678623	-3,112678954483735
4,231518629747158	-2,0146713333839656
-2,989138049131376	1,585249433052758
2,958284288359322	-5,590910053425151
2,689410141162732	-5,585346820354071
-2,6293564174320014	2,2150437097741538
-2,732680325521224	2,1329301233805
2,4219781830784433	-5,36208926741158
4,2640451197303895	-2,062271783697126
2,4986967477882804	-5,940795577646428
-2,995182419272437	1,6290239347498603
4,345480690825351	-2,89953550984321
2,2275208513368403	-6,319759168945618
-3,0321339219808094	2,850286731890463
2,7746821778459365	-5,47187166056348
4,927042720993093	-3,0459897864496477
2,2146575860755036	-6,335911312715578
2,5535360997105414	-5,748885380055228
2,3250889562506973	-6,357930020456555
2,491550768976509	-6,001006918636139
3,992103642236923	-3,628944720088162
2,564587268530032	-5,7354764446118
-2,936573173158022	1,5593093766424795
-3,1179456997933634	2,350245449889831
4,645011754058173	-3,3043406267558
4,484124285627093	-3,0231867744033543
4,693651342751785	-2,94405806051476
4,1580616025550645	-3,065780770509521
4,816265021970723	-2,7587495654526784
2,7809327451838444	-5,5695924397058345
4,011005455743795	-3,5633749153485126
-2,31107319374291	2,0374517479697425
4,1692022086463965	-2,814395757317414
-3,7909229915897895	2,4380010944973627
2,0812696284827723	-5,735357436948881
3,964456474717063	-2,63734489327179
2,6260241339776274	-5,915312803188363
4,077063735200974	-2,4238943301690554
-2,3903726259751377	1,5984195873164497
2,4592605138048698	-5,37109646304477
2,2562592299440993	-6,428036581749283
3,8752526175865882	-2,72161637938093
2,0088700661202816	-6,58225120203792
4,3029365632284	-2,818083511672347
2,4721175193408724	-6,151715762339426
1,886628182570991	-6,011515203406433
4,233668328527488	-3,3494441182454957
4,665613171701908	-2,306801034850524
2,1798819246602235	-5,907804032871463
2,73206661997306	-5,572336601687933
4,218448889078609	-3,2965226970333097
-3,017773585695443	2,860672823727305
4,056839331450498	-2,9862061436677525
-3,2263366315770003	2,243360898606886
2,222029622026487	-6,39997263727499
4,439526485274877	-3,7711348792765103
2,8274989918351223	-6,112356217899026
5,047124524929913	-2,733781246411335
-3,084940979100509	1,443068438098296
2,530908999846223	-5,884686598072607
-2,5440176933381715	2,0611347251179257
2,0544217465270944	-6,144051839339108
3,0007994968319878	-6,176572856484762
-2,8902141296019863	1,814836634113127
4,898041244763001	-3,0034701144991844
4,075588244812326	-2,8984267402890445
1,5118065009459194	-5,561481133173671
1,9424208917274244	-6,036216412631497
1,888130557862731	-6,224535600816021
-2,7044844919944877	2,6208287158302594
4,745581457933829	-3,1343057535261045
2,263753319286989	-6,541618928409627
4,730519914538968	-2,5051746571475944
4,2360813257563805	-2,935438770255155
4,235152847043991	-3,0146865024043974
-3,2338169589661643	1,8393384350082143
2,1862866887342345	-5,9823733080100245
-2,7199058308169777	2,7763512592847084
4,339380793735556	-2,9565351752025597
-2,9703969085499553	1,4968672292599488
-3,308136902113901	1,9162157859062623
2,0148727207698593	-6,2905825480525674
4,323016580269327	-3,4681010073893517
3,042532738137721	-5,609373326742052
1,871360956593018	-5,949007950449001
-3,6905048850063054	2,4787088960250356
-3,020939839255655	2,046058962373769
