703	211	803	133	528	823	386	190
805	256	805	353	178	125	422	177
219	496	778	367	751	274	241	250
215	265	968	196	444	804	140	270
660	242	667	315	284	597	49	158
469	707	144	166	840	744	344	309
411	829	525	73	343	262	829	27
650	495	630	75	64	732	63	32
597	953	728	345	442	248	908	354
16	673	631	82	30	251	750	267
476	177	360	304	184	28	998	152
196	942	862	149	361	942	179	88
143	162	738	195	915	376	729	102
309	165	121	225	773	351	773	210
584	999	999	259	127	553	46	366
595	417	694	103	122	284	900	379
417	160	583	346	486	399	683	107
694	910	919	197	525	785	451	350
51	193	521	173	617	931	931	166
896	896	272	368	351	180	79	357
972	972	4	355	339	85	209	351
637	310	88	187	637	112	358	10
967	47	540	118	297	760	967	95
746	178	866	56	103	236	866	52
237	42	894	71	304	232	894	263
268	597	738	267	432	402	310	182
895	680	302	126	68	95	590	40
151	976	50	317	667	604	528	356
756	107	276	120	4	483	958	62
934	865	342	104	576	330	252	169
737	414	997	2	551	181	934	137
398	362	640	49	996	839	707	393
449	104	359	262	822	18	822	165
98	654	782	28	189	253	782	177
361	456	529	314	358	529	118	314
346	584	584	170	98	584	167	174
251	892	892	70	20	963	216	3
49	60	952	28	383	952	942	229
862	347	287	12	127	306	862	366
48	145	29	159	94	984	984	146
9	258	938	79	938	145	337	283
401	318	154	269	919	178	919	2
956	376	99	102	662	956	268	390
444	936	527	264	261	936	169	176
145	129	980	61	980	308	887	185
89	386	710	349	209	710	180	152
73	438	390	114	103	154	695	129
307	380	866	76	30	162	866	68
959	356	959	299	58	254	501	339
131	659	782	285	375	659	782	56
530	369	965	12	965	327	355	332
192	293	973	277	23	327	973	63
981	466	583	95	637	81	981	63
55	220	65	366	916	535	916	168
845	845	72	59	267	526	137	8
935	513	466	142	680	580	798	249
656	126	558	74	978	333	915	135
835	106	340	127	531	322	914	138
888	91	377	4	257	294	423	100
472	139	689	179	954	438	67	162
851	665	390	11	579	643	436	251
282	17	596	288	486	566	831	400
238	832	69	42	159	498	776	46
156	248	971	232	82	89	911	57
800	664	231	237	916	377	732	20
51	868	447	10	843	602	965	10
387	347	833	32	282	110	633	54
58	140	53	98	452	189	492	398
279	319	16	350	578	390	178	279
592	877	169	97	738	297	962	178
351	951	698	3	265	950	977	26
657	110	990	204	935	68	156	346
592	316	893	340	938	872	575	229
195	242	517	111	851	683	567	325
663	805	345	309	39	348	2	112
397	607	232	265	486	150	544	1
933	952	678	367	142	259	266	84
195	257	113	39	85	729	393	56
238	367	652	199	507	207	760	91
411	417	20	269	984	854	128	268
