X	Y
20,13330907	27,48116775
10,29349447	-9,424021228
21,93780524	24,40669801
25,22350731	24,10589628
11,41386394	-10,15033544
10,18111331	-11,24888811
11,01841174	-12,00773033
9,694998471	-14,97575881
22,75222168	26,22751957
21,24581065	23,95754804
22,03935545	26,03999083
11,89267551	-15,60441281
26,46135753	22,63350854
7,322397359	-15,54433465
24,90338455	28,59288247
9,970300319	-16,19296445
6,973032192	-10,68458015
27,64568995	27,98054686
8,85049079	-8,769510096
22,31488891	24,00432989
25,08709424	27,1962689
8,170259452	-15,74697912
24,81011063	26,95892439
23,1207052	28,50444044
7,872327306	-8,94188015
21,1991138	25,73421136
24,87660211	23,53456531
24,78834344	22,05409152
8,781117906	-9,803973307
10,51568225	-11,88923208
7,186067296	-15,51505992
12,4973186	-8,732234271
12,43209488	-13,97048606
10,67778949	-11,92351752
23,63330587	24,50346114
8,501013554	-10,37452341
26,84788321	24,8535567
5,602237014	-10,16893601
10,24497518	-10,60991031
23,69949518	20,90488977
24,29451411	25,92414603
9,303582482	-11,31544689
23,40367498	28,63440325
10,89347442	-9,414132352
12,37136098	-9,295432006
12,2948699	-14,11557821
8,665686569	-8,909534651
23,91165898	24,06238965
6,365058407	-9,554840011
24,46770578	21,33505898
10,91565821	-12,12807099
24,76775201	27,36026147
12,05336527	-12,4598387
12,85634095	-11,27380483
10,52864671	-10,44353663
10,44666837	-13,05869411
25,53196726	27,2430326
27,92164228	22,29521509
24,7814157	28,70292207
11,05985313	-15,41394603
22,77091232	26,50030779
26,07151664	20,93165914
6,541248455	-11,11456299
8,926973996	-8,802777723
6,258620274	-14,18053424
23,2861204	21,16303989
21,31203292	28,55630579
26,77448539	26,07804748
25,28127469	22,42987949
22,72223036	28,20847544
21,65366964	27,99749434
9,364393408	-13,32178933
5,609563745	-14,51631403
6,793589597	-11,10352904
25,71785285	25,86323339
10,27487762	-13,7132076
26,11581951	21,01346805
26,8478239	26,70295693
22,69354551	26,18663043
27,89709456	24,68538771
6,367612786	-15,34323196
9,020591984	-16,78873527
4,801034878	-14,98680737
6,535076128	-8,07375726
23,80827779	28,85747972
19,05157811	22,86817663
19,90291213	24,62283674
28,66455335	23,15239972
28,89639493	26,05781882
25,19494894	20,05929771
28,2653485	25,06364373
14,33570826	-8,570578693
13,52499871	-16,8301864
28,35476301	25,02865048
20,02536512	25,31357994
20,30664032	22,50455635
4,621431947	-7,856554337
28,01675619	20,47177974
27,64519926	21,09638328
13,61895941	-15,70566779
