X	Y
-11,59593808	11,65585814
-1,974535202	5,533112835
-4,802752629	-13,27688458
-0,956245806	-13,05646573
-0,132011906	6,985080925
-1,329746637	-12,09091399
-1,764063581	7,863717287
-2,721549712	6,729928183
-9,753426958	12,42669241
-2,82013312	6,330740924
-1,413495733	5,645561576
-9,607855165	12,41069517
-3,090633176	-13,01293716
-3,245397281	6,7274952
-1,318952263	-12,04549838
-2,590980603	6,404837336
-10,47648801	12,11687661
-10,22200199	11,43145116
-8,131667801	12,613451
-9,087314409	12,44667099
-3,00215081	-13,40951169
-1,157888766	-11,80101356
-10,1639015	12,46915385
-1,870713687	8,888909415
-8,054719689	12,44707306
-9,166468405	13,2759961
-9,96607435	12,42013466
-2,161665856	5,897158966
-2,036401672	-11,93921133
-0,734741972	7,294345438
-2,953914139	-11,13395777
-3,243583745	7,363902434
-10,69777346	13,52328598
-2,074622788	-11,09409429
-1,3337109	-10,97708569
-3,382308747	-11,73794196
-2,968275907	5,58130222
-8,523939212	13,16045813
-3,053580567	6,642606444
-1,394804165	6,236307576
-8,716662073	12,61769004
-9,597656631	12,63965449
-1,203472428	6,968424034
-2,023996984	-11,63432388
-0,829847428	5,617774806
-2,699574438	-11,29784267
-2,254366042	-10,03964807
-0,883715528	5,508495995
-3,625540293	-10,28656577
-2,178023671	4,977641264
-10,21365701	11,21857942
-2,220996338	7,257314114
0,465081834	-10,61281363
-2,727660544	-10,27603971
-3,461192668	6,126608113
-1,283957913	-10,97549744
-1,65326941	-12,92802571
-4,575271755	-10,12891382
-2,116713301	-11,41626964
-2,862175049	7,360944257
-2,560678317	6,720427561
-2,426074043	5,129280809
-1,785557505	7,558787329
-4,17081737	7,128200271
-10,02997921	11,97330555
-3,229587498	-12,24920746
-10,38531823	12,69060354
-2,452283188	-10,79990798
-1,419635242	6,358571646
-1,719785132	-11,81492076
-10,75714953	12,39388847
-2,268474736	6,842104951
-10,97322561	13,40887778
-8,114572491	13,2247181
-10,03255287	13,04481765
-8,709482927	13,63898781
-9,087357178	12,94760678
-1,367908733	-14,08466611
-3,522789764	6,742356515
-1,88998217	6,954611172
-3,617115364	-11,73307276
-11,0380666	11,65780563
-4,132573338	-11,36451634
-4,046222859	-13,07723614
-10,34612673	12,73611282
-2,286057869	7,589174917
-2,131042516	-10,27618655
-3,066222477	6,429220127
-2,427311346	-11,84264534
-0,650694522	-13,56339192
-9,932390583	12,50803195
-1,99870973	-10,43789602
-8,395778989	13,67482003
-10,39946378	13,3242012
-0,64009326	7,083051911
-2,096350257	6,20391614
-12,21408235	14,58915812
-2,426153473	-12,63046387
-2,238383013	-11,1254522
-1,868375842	-11,99896812
-3,054763692	-12,5525475
-9,507254842	13,58608873
-9,950814501	11,25809398
-0,810623276	-14,02584332
-10,28883029	13,06517991
-2,659139865	7,506569426
-2,319749834	-12,48556321
-2,1283207	5,198522428
-2,410817797	-12,88459933
-2,880675051	-10,71646081
-2,418590752	-12,12687487
-2,385373277	6,898659598
-2,906054277	-11,82266961
-1,628260123	-11,3251237
-11,20151353	14,55343491
-2,645872847	-10,26014277
-0,831152252	-12,16681646
-9,796178661	12,56816679
-3,579982308	6,233761705
-9,571195827	12,04220352
-1,425133469	5,864747027
-1,602815639	-12,8325369
-9,245467908	12,85411402
-1,361803686	-14,12010576
-3,669527043	7,046952019
-1,076114705	7,324089709
-9,910791509	13,57076242
-1,470452199	7,266908773
-2,648444267	-12,42378896
-3,093532764	6,04994399
-1,489932424	-12,64651731
-9,796505794	12,33463643
-0,905646046	5,848547161
-1,41797582	6,816584906
-11,31702221	12,97369405
-1,442851475	5,069039863
-1,942522094	5,646079099
-10,37286122	13,7118787
-3,245544382	4,754705635
-1,957933528	-12,02359741
-2,713361941	-11,33796881
-11,41108946	14,40212547
-3,139550028	6,896179788
-10,65111593	12,17085132
-3,117672453	7,588428702
-9,428605289	11,39475446
-3,456043739	-12,20515155
-8,722585043	12,67722052
-0,96722731	5,699186277
-2,28881978	-11,18813688
-3,480829531	-11,11838122
-0,942647286	-12,38469817
-2,128006686	6,611885365
-10,95519386	10,8204462
-11,25472343	14,63554114
-10,9262098	12,77877672
-1,470198626	6,808647521
-9,09201739	13,96134633
-3,275532383	6,286075159
-1,162953737	7,207894099
-9,805422941	11,53059388
-1,274088175	-13,42506823
-1,623050758	-10,955895
-9,172009999	12,70821216
-2,944587802	-12,834826
-9,820496427	13,81656817
-8,441814427	10,89744254
