X	Y
-3,776474206	0,912891516
-3,526087901	1,525154788
-3,035868075	0,342092618
-1,34764695	2,200446781
-3,541095613	-2,504275895
-2,611282243	-3,817182628
-4,307062045	1,65885662
-3,348684719	-3,28192685
-2,914105606	0,328098318
-2,850734986	3,712474872
-4,377982072	-2,869347097
-4,033870241	-5,401538087
-3,693916664	-3,154471695
-3,886547896	-4,006265966
-3,108574626	0,974236214
-2,36859741	-2,394067126
-2,983035712	1,598302461
-3,879539893	-5,365959178
-2,272690116	-0,148166648
-3,067428843	-3,722282478
-5,057954632	-2,64424772
-4,357075106	2,127767446
-3,298985807	-3,57303447
-4,583249982	1,238861267
-2,595846062	1,49061072
-2,750022815	1,196643704
-2,702571498	0,309064298
-3,073661227	1,0200116
-2,884458944	-4,149466381
-3,609511026	-4,667979345
-4,28735779	-3,770652861
-3,178702007	-0,232014578
-3,36791841	-4,512603584
-2,812741866	-4,812497429
-3,960145112	-4,501826727
-1,816527273	-3,460812576
-2,86321917	1,272105783
-5,403646288	1,139652257
-0,626003692	-3,16284155
-5,385300745	1,972242777
-0,993719466	2,000477839
-3,469157426	1,525729319
-1,70029761	0,72151327
-5,101185629	-2,713645946
-3,649264436	-5,605787085
-3,30811484	-3,657440195
-3,326046477	-0,327592788
-2,910757124	-2,540025004
-4,338334879	2,511839717
-2,273252179	-5,744552484
-1,483909636	3,525837147
-2,590577936	0,221750455
-2,240574799	0,613823206
-3,888238035	2,328111257
-2,396192011	-3,678545503
-3,003487168	-3,733428537
-4,643315578	-3,364212036
-3,816519568	0,562616522
-3,307604471	0,818961402
-4,431582049	-3,281284287
-2,646758616	0,82073676
-2,718117029	0,932399378
-3,549603584	1,035950638
-2,972562233	-3,871223612
-2,697105734	-3,814416394
-2,778967574	1,761175973
-2,569912407	-3,945129697
-4,417279383	-3,722713039
-0,912735305	-0,045950298
-4,461848344	-3,340108958
-2,190200711	1,4350484
-3,434404146	-3,749241428
-3,184369763	1,043312554
-1,932983909	2,201841629
-3,291315956	-3,12042104
-2,047524753	-5,123992633
-2,560891474	1,908410185
-3,970041844	-6,006989625
-2,406259344	-3,341201312
-3,670812945	0,817329803
-3,697666542	-5,396684354
-4,074050603	0,687876874
-2,272567907	2,772988776
-3,529823832	-3,59615091
-3,750635906	-4,470265901
-3,871093522	-5,065146684
-2,563224297	-3,320829025
-3,506226625	-3,680478955
-3,909711624	2,868831861
-4,520366577	-2,909513066
-3,382108513	-4,383473814
-4,15983824	1,927374515
-2,58392358	2,073332166
-3,559549632	-2,462538903
-2,224832184	-4,704519511
-3,68781796	-4,127588425
-3,102531167	0,053031796
-2,138907721	1,453582189
-5,123078241	3,292748458
-2,602118252	1,482927928
